Crime_ID	Crime_Type	Crime_Severity	Datetime	Address	Neighborhood	City	State	Postal_Code	Latitude	Longitude	Police_Beat	Victim_Age	Victim_Gender	Ethnicity	Offender_Age	Offender_Gender	Ethnicity	Relationship	Weapon_Used	Location_Type	Reported_To_Police	Case_Status	Arrest_Made	Domestic_Case	Gang_Related
1962	Burglary	medium	21.01.2024 10:04	113 Pine Rd	East End	Metropolis	NY	10013	40.7201	-74.0006	3	26	Female	Black	28	Female	Black	Domestic Partner	None	Home	Yes	Closed	Yes	No	No
1963	Robbery	high	15.05.2024 19:37	114 Cedar Blvd	Uptown	Metropolis	NY	10014	40.7256	-74.0121	4	39	Male	White	42	Male	White	Stranger	Gun	Business	Yes	Arrested	Yes	Yes	Yes
1964	Assault	low	27.01.2024 0:41	115 Birch Ln	Southside	Metropolis	NY	10015	40.7301	-74.0086	5	30	Female	Hispanic	31	Male	Hispanic	Stranger	None	Park	No	Open	Yes	Yes	No
1965	Aggravated Assault	high	01.05.2024 18:08	116 Spruce St	Midtown	Metropolis	NY	10016	40.7351	-74.0021	6				27	Male	Black	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	No	Yes
1966	Homicide	medium	26.04.2024 4:37	117 Elm Ave	Riverside	Metropolis	NY	10017	40.7406	-74.0106	7	27	Female	Asian	29	Male	Asian	Domestic Partner	None	Home	Yes	Open	No	No	No
1967	Manslaughter	low	24.02.2024 6:46	118 Willow Rd	Old Town	Metropolis	NY	10018	40.7451	-74.0051	8	36	Male	White	40	Male	Black	Stranger	Knife	Business	Yes	Arrested	Yes	No	No
1968	Kidnapping	medium	03.01.2024 14:23	119 Chestnut Blvd	Harborview	Metropolis	NY	10019	40.7501	-74.0076	9	23	Female	Hispanic	25	Female	Hispanic	Stranger	Gun	Street	No	Open	No	Yes	Yes
1969	Arson	low	17.02.2024 9:12	120 Aspen Ln	Greenfield	Metropolis	NY	10020	40.7551	-74.0031	10				44	Male	Black	Acquaintance	None	Park	Yes	Closed	Yes	No	No
1970	Vandalism	medium	25.03.2024 22:45	121 Maple St	Downtown	Metropolis	NY	10021	40.7130	-74.0062	1				30	Male	White	Stranger	Blunt Object	Home	Yes	Arrested	No	No	No
1971	Fraud	high	08.04.2024 6:58	122 Oak Ave	West Side	Metropolis	NY	10022	40.7152	-74.0152	2	32	Male	Asian	35	Male	Asian	Acquaintance	Knife	Street	Yes	Open	Yes	No	Yes
1972	Embezzlement	low	19.05.2024 18:30	123 Pine Rd	East End	Metropolis	NY	10023	40.7202	-74.0007	3	25	Female	Black	27	Male	Black	Domestic Partner	None	Home	Yes	Closed	Yes	Yes	No
1973	Drug Possession	high	02.06.2024 11:15	124 Cedar Blvd	Uptown	Metropolis	NY	10024	40.7257	-74.0122	4	38	Male	White	41	Male	White	Stranger	Gun	Business	Yes	Arrested	Yes	Yes	Yes
1974	Drug Trafficking	medium	14.07.2024 23:50	125 Birch Ln	Southside	Metropolis	NY	10025	40.7302	-74.0087	5				31	Male	Hispanic	Stranger	None	Park	No	Open	Yes	No	No
1975	Domestic Violence	low	28.08.2024 7:40	126 Spruce St	Midtown	Metropolis	NY	10026	40.7352	-74.0022	6	22	Male	Black	24	Male	Black	Acquaintance	Blunt Object	Street	Yes	Closed	No	No	No
1976	Sexual Assault	medium	11.10.2024 16:05	127 Elm Ave	Riverside	Metropolis	NY	10027	40.7407	-74.0107	7	27	Female	White	30	Male	White	Domestic Partner	None	Home	Yes	Open	Yes	No	Yes
1977	Rape	low	30.12.2024 20:22	128 Willow Rd	Old Town	Metropolis	NY	10028	40.7452	-74.0052	8	35	Male	Asian	38	Male	Asian	Stranger	Knife	Business	Yes	Arrested	No	Yes	No
1978	Human Trafficking	medium	12.01.2024 8:42	129 Chestnut Blvd	Harborview	Metropolis	NY	10029	40.7502	-74.0077	9				33	Male	Black	Stranger	Gun	Street	No	Open	Yes	No	No
1979	Stalking	high	03.03.2024 21:17	130 Aspen Ln	Greenfield	Metropolis	NY	10030	40.7552	-74.0032	10				28	Male	White	Acquaintance	None	Park	Yes	Closed	No	No	Yes
1980	Cybercrime	low	27.05.2024 14:05	131 Maple St	Downtown	Metropolis	NY	10031	40.7131	-74.0063	1	23	Female	Hispanic	25	Female	Hispanic	Domestic Partner	Blunt Object	Home	Yes	Arrested	Yes	No	No
1981	Identity Theft	high	15.07.2024 2:33	132 Oak Ave	West Side	Metropolis	NY	10032	40.7153	-74.0153	2	40	Male	Black	42	Male	Black	Stranger	Knife	Street	Yes	Open	Yes	Yes	Yes
1982	Bribery	medium	09.09.2024 19:48	133 Pine Rd	East End	Metropolis	NY	10033	40.7203	-74.0008	3	29	Female	White	31	Male	White	Stranger	None	Home	Yes	Closed	Yes	Yes	No
1983	Extortion	low	21.10.2024 11:12	134 Cedar Blvd	Uptown	Metropolis	NY	10034	40.7258	-74.0123	4	34	Male	Asian	37	Male	Asian	Acquaintance	Gun	Business	Yes	Arrested	Yes	No	No
1984	Public Intoxication	medium	30.06.2024 23:55	135 Birch Ln	Southside	Metropolis	NY	10035	40.7303	-74.0088	5	28	Female	Black	30	Male	Black	Domestic Partner	None	Park	No	Open	No	No	Yes
1985	Disorderly Conduct	low	08.04.2024 16:28	136 Spruce St	Midtown	Metropolis	NY	10036	40.7353	-74.0023	6				25	Male	White	Stranger	Knife	Street	Yes	Closed	Yes	No	No
1986	Trespassing	medium	17.11.2024 5:03	137 Elm Ave	Riverside	Metropolis	NY	10037	40.7408	-74.0108	7				40	Male	Hispanic	Stranger	Gun	Home	Yes	Open	No	Yes	No
1987	Weapons Violation	high	25.12.2024 13:47	138 Willow Rd	Old Town	Metropolis	NY	10038	40.7453	-74.0053	8				33	Male	Black	Acquaintance	None	Business	Yes	Arrested	Yes	No	Yes
1988	Hate Crime	low	05.01.2024 14:23	139 Chestnut Blvd	Harborview	Metropolis	NY	10039	40.7503	-74.0078	9	25	Female	White	27	Male	White	Domestic Partner	Blunt Object	Street	No	Open	No	No	No
1989	Gang-Related Crime	high	17.02.2024 9:15	140 Aspen Ln	Greenfield	Metropolis	NY	10040	40.7553	-74.0033	10	36	Male	Asian	38	Male	Asian	Stranger	Knife	Park	Yes	Closed	Yes	No	Yes
1990	Traffic Violations	medium	23.03.2024 21:42	141 Maple St	Downtown	Metropolis	NY	10041	40.7132	-74.0064	1	31	Female	Black	33	Male	Black	Stranger	None	Home	Yes	Arrested	Yes	Yes	No
1991	DUI / DWI	low	01.04.2024 6:50	142 Oak Ave	West Side	Metropolis	NY	10042	40.7154	-74.0154	2	27	Male	White	30	Male	White	Acquaintance	Gun	Street	Yes	Open	Yes	Yes	No
1992	Animal Cruelty	medium	15.05.2024 18:33	143 Pine Rd	East End	Metropolis	NY	10043	40.7204	-74.0009	3				26	Female	Hispanic	Domestic Partner	None	Home	Yes	Closed	Yes	No	Yes
1993	Illegal Gambling	low	28.05.2024 3:21	144 Cedar Blvd	Uptown	Metropolis	NY	10044	40.7259	-74.0124	4				45	Male	Black	Stranger	Blunt Object	Business	Yes	Arrested	No	No	No
1994	Counterfeiting	medium	11.06.2024 12:11	145 Birch Ln	Southside	Metropolis	NY	10045	40.7304	-74.0089	5	29	Female	White	32	Male	White	Stranger	None	Park	No	Open	Yes	No	No
1995	Smuggling	high	19.06.2024 23:08	146 Spruce St	Midtown	Metropolis	NY	10046	40.7354	-74.0024	6	33	Male	Asian	36	Male	Asian	Acquaintance	Knife	Street	Yes	Closed	No	Yes	Yes
1996	Prostitution	low	02.07.2024 7:44	147 Elm Ave	Riverside	Metropolis	NY	10047	40.7409	-74.0109	7	28	Female	Black	31	Male	Black	Domestic Partner	Knife	Home	Yes	Open	Yes	No	No
1997	Blackmail	high	30.07.2024 16:55	148 Willow Rd	Old Town	Metropolis	NY	10048	40.7454	-74.0054	8	23	Male	White	26	Male	White	Stranger	None	Business	Yes	Arrested	No	No	Yes
1998	Kidnapping for Ransom	medium	08.08.2024 10:27	149 Chestnut Blvd	Harborview	Metropolis	NY	10049	40.7504	-74.0079	9				40	Male	Hispanic	Stranger	Gun	Street	No	Open	Yes	No	No
1999	Cyberbullying	low	21.08.2024 22:13	150 Aspen Ln	Greenfield	Metropolis	NY	10050	40.7554	-74.0034	10	30	Male	Black	33	Male	Black	Acquaintance	None	Park	Yes	Closed	Yes	Yes	No
2000	Child Abuse	medium	04.09.2024 5:37	145 Birch Ln	Southside	Metropolis	NY	10045	40.7304	-74.0089	5	25	Female	White	28	Male	White	Domestic Partner	Blunt Object	Home	Yes	Arrested	Yes	Yes	Yes
2001	Theft	low	14.09.2024 14:49	201 Oak St	Central	Gotham	NJ	7001	40.7350	-74.1724	11				39	Male	Asian	Stranger	None	Street	Yes	Open	Yes	No	No
2002	Burglary	medium	25.09.2024 19:31	202 Maple Ave	Riverside	Gotham	NJ	7002	40.7380	-74.1700	12	32	Female	Black	34	Male	Black	Stranger	Knife	Home	Yes	Closed	No	No	No
2003	Robbery	high	03.10.2024 1:22	203 Pine Rd	Uptown	Gotham	NJ	7003	40.7405	-74.1685	13	26	Male	White	29	Male	White	Acquaintance	Gun	Business	Yes	Arrested	Yes	No	Yes
2004	Assault	low	12.10.2024 13:55	204 Cedar Blvd	East End	Gotham	NJ	7004	40.7428	-74.1660	14	25	Female	White	27	Male	White	Stranger	None	Park	No	Open	No	Yes	No
2005	Aggravated Assault	high	27.10.2024 20:44	205 Birch Ln	West Side	Gotham	NJ	7005	40.7450	-74.1642	15				27	Male	White	Stranger	Blunt Object	Street	Yes	Closed	Yes	No	Yes
2006	Homicide	medium	06.11.2024 9:12	206 Spruce St	Downtown	Gotham	NJ	7006	40.7475	-74.1620	16	34	Male	Black	31	Male	Black	Acquaintance	Knife	Home	Yes	Open	No	No	No
2007	Manslaughter	low	18.11.2024 23:58	207 Elm Ave	Harborview	Gotham	NJ	7007	40.7500	-74.1600	17	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	None	Business	Yes	Arrested	Yes	No	No
2008	Kidnapping	medium	29.11.2024 7:46	208 Willow Rd	Greenfield	Gotham	NJ	7008	40.7525	-74.1580	18				24	Female	White	Stranger	Gun	Street	No	Open	Yes	Yes	Yes
2009	Arson	low	09.12.2024 15:29	209 Chestnut Blvd	Old Town	Gotham	NJ	7009	40.7550	-74.1560	19				22	Female	White	Acquaintance	None	Park	Yes	Closed	Yes	Yes	No
2010	Vandalism	medium	22.12.2024 21:18	210 Aspen Ln	Midtown	Gotham	NJ	7010	40.7575	-74.1540	20	42	Male	Asian	40	Male	Asian	Stranger	Blunt Object	Home	Yes	Arrested	Yes	No	No
2011	Fraud	high	31.12.2024 3:03	211 Maple St	Central	Star City	CA	90001	34.0522	-118.2437	21				22	Male	Black	Stranger	None	Street	Yes	Open	No	No	Yes
2012	Embezzlement	low	13.01.2024 18:42	212 Oak Ave	Riverside	Star City	CA	90002	34.0550	-118.2400	22				24	Male	Hispanic	Acquaintance	Knife	Home	Yes	Closed	Yes	No	No
2013	Drug Possession	high	26.01.2024 12:33	213 Pine Rd	Uptown	Star City	CA	90003	34.0575	-118.2380	23				22	Female	White	Stranger	Gun	Business	Yes	Arrested	No	Yes	Yes
2014	Drug Trafficking	medium	07.02.2024 8:44	214 Cedar Blvd	East End	Star City	CA	90004	34.0600	-118.2350	24	28	Female	White	35	Male	White	Stranger	None	Park	No	Open	Yes	No	No
2015	Domestic Violence	low	20.02.2024 19:55	215 Birch Ln	West Side	Star City	CA	90005	34.0625	-118.2320	25	31	Male	Black	29	Male	Hispanic	Acquaintance	Blunt Object	Street	Yes	Closed	No	No	No
2016	Sexual Assault	medium	04.03.2024 5:21	216 Spruce St	Downtown	Star City	CA	90006	34.0650	-118.2300	26	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Knife	Home	Yes	Open	Yes	No	Yes
2017	Rape	low	15.03.2024 11:39	217 Elm Ave	Harborview	Star City	CA	90007	34.0675	-118.2270	27				29	Male	Asian	Stranger	None	Business	Yes	Arrested	Yes	Yes	No
2018	Human Trafficking	medium	28.03.2024 22:50	218 Willow Rd	Greenfield	Star City	CA	90008	34.0700	-118.2250	28				23	Male	Black	Acquaintance	Gun	Street	No	Open	Yes	Yes	No
2019	Stalking	high	09.04.2024 6:17	219 Chestnut Blvd	Old Town	Star City	CA	90009	34.0725	-118.2220	29				33	Female	Hispanic	Stranger	None	Park	Yes	Closed	Yes	No	Yes
2020	Cybercrime	low	23.04.2024 16:25	220 Aspen Ln	Midtown	Star City	CA	90010	34.0750	-118.2200	30	45	Male	White	50	Male	White	Stranger	Knife	Home	Yes	Arrested	No	No	No
2021	Identity Theft	high	05.05.2024 1:11	221 Maple St	Central	Central City	TX	75001	32.7767	-96.7970	31	37	Female	Black	36	Male	Black	Acquaintance	Gun	Street	Yes	Open	Yes	No	Yes
2022	Bribery	medium	18.05.2024 14:48	222 Oak Ave	Riverside	Central City	TX	75002	32.7790	-96.7950	32	29	Male	Hispanic	32	Male	Hispanic	Stranger	None	Home	Yes	Closed	No	Yes	No
2023	Extortion	low	30.05.2024 20:37	223 Pine Rd	Uptown	Central City	TX	75003	32.7815	-96.7930	33				32	Male	Hispanic	Stranger	Blunt Object	Business	Yes	Arrested	Yes	No	No
2024	Public Intoxication	medium	11.06.2024 9:56	224 Cedar Blvd	East End	Central City	TX	75004	32.7840	-96.7900	34	25	Female	White	27	Male	White	Stranger	Knife	Park	No	Open	No	No	Yes
2025	Disorderly Conduct	low	24.06.2024 23:41	225 Birch Ln	West Side	Central City	TX	75005	32.7865	-96.7880	35	34	Male	Black	31	Male	Black	Acquaintance	None	Street	Yes	Closed	Yes	No	No
2026	Trespassing	medium	06.07.2024 4:29	226 Spruce St	Downtown	Central City	TX	75006	32.7890	-96.7860	36	19	Female	Hispanic	22	Male	Hispanic	Stranger	Gun	Home	Yes	Open	Yes	Yes	No
2027	Weapons Violation	high	19.07.2024 17:08	227 Elm Ave	Harborview	Central City	TX	75007	32.7915	-96.7840	37	25	Female	White	27	Male	White	Stranger	None	Business	Yes	Arrested	Yes	Yes	Yes
2028	Hate Crime	low	02.08.2024 12:55	228 Willow Rd	Greenfield	Central City	TX	75008	32.7940	-96.7820	38				27	Male	White	Stranger	Blunt Object	Street	No	Open	Yes	No	No
2029	Gang-Related Crime	high	15.08.2024 21:33	229 Chestnut Blvd	Old Town	Central City	TX	75009	32.7965	-96.7800	39	34	Male	Black	31	Male	Black	Acquaintance	None	Park	Yes	Closed	No	No	Yes
2030	Traffic Violations	medium	27.08.2024 7:44	230 Aspen Ln	Midtown	Central City	TX	75010	32.7990	-96.7780	40	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	Knife	Home	Yes	Arrested	Yes	No	No
2031	DUI / DWI	low	10.09.2024 18:11	231 Maple St	Central	Keystone City	FL	33101	25.7617	-80.1918	41				24	Female	White	Stranger	Knife	Street	Yes	Open	No	Yes	No
2032	Animal Cruelty	medium	22.09.2024 23:50	232 Oak Ave	Riverside	Keystone City	FL	33102	25.7640	-80.1890	42				22	Female	White	Acquaintance	None	Home	Yes	Closed	Yes	No	Yes
2033	Illegal Gambling	low	04.10.2024 5:18	233 Pine Rd	Uptown	Keystone City	FL	33103	25.7665	-80.1860	43	42	Male	Asian	40	Male	Asian	Stranger	Gun	Business	Yes	Arrested	No	No	No
2034	Counterfeiting	medium	16.10.2024 13:39	234 Cedar Blvd	East End	Keystone City	FL	33104	25.7690	-80.1830	44				22	Male	Black	Stranger	None	Park	No	Open	Yes	No	No
2035	Smuggling	high	29.10.2024 19:28	235 Birch Ln	West Side	Keystone City	FL	33105	25.7715	-80.1800	45				24	Male	Hispanic	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	Yes	Yes
2036	Prostitution	low	10.11.2024 8:14	236 Spruce St	Downtown	Keystone City	FL	33106	25.7740	-80.1770	46				22	Female	White	Stranger	None	Home	Yes	Open	Yes	Yes	No
2037	Blackmail	high	23.11.2024 22:45	237 Elm Ave	Harborview	Keystone City	FL	33107	25.7765	-80.1740	47	28	Female	White	35	Male	White	Stranger	Knife	Business	Yes	Arrested	Yes	No	Yes
2038	Kidnapping for Ransom	medium	05.12.2024 3:33	238 Willow Rd	Greenfield	Keystone City	FL	33108	25.7790	-80.1710	48	31	Male	Black	29	Male	Hispanic	Acquaintance	Gun	Street	No	Open	No	No	No
2039	Cyberbullying	low	18.12.2024 15:22	239 Chestnut Blvd	Old Town	Keystone City	FL	33109	25.7815	-80.1680	49	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	None	Park	Yes	Closed	Yes	No	No
2040	Child Abuse	medium	30.12.2024 20:59	240 Aspen Ln	Midtown	Keystone City	FL	33110	25.7840	-80.1650	50				29	Male	Asian	Stranger	Blunt Object	Home	Yes	Arrested	No	Yes	Yes
2041	Theft	low	01.01.2024 8:52	239 Chestnut Blvd	Old Town	Keystone City	FL	33109	25.7815	-80.1680	49				23	Male	Black	Acquaintance	Knife	Street	Yes	Open	Yes	No	No
2042	Burglary	medium	29.04.2024 4:49	301 Maple St	Central	Liberty City	IL	60001	41.8781	-87.6298	51				33	Female	Hispanic	Stranger	None	Home	Yes	Closed	No	No	No
2043	Robbery	high	01.01.2024 5:51	302 Oak Ave	Riverside	Liberty City	IL	60002	41.8800	-87.6270	52	45	Male	White	50	Male	White	Stranger	Gun	Business	Yes	Arrested	Yes	No	Yes
2044	Assault	low	17.11.2024 8:10	303 Pine Rd	Uptown	Liberty City	IL	60003	41.8825	-87.6240	53	37	Female	Black	36	Male	Black	Acquaintance	None	Park	No	Open	Yes	Yes	No
2045	Aggravated Assault	high	21.01.2024 10:04	304 Cedar Blvd	East End	Liberty City	IL	60004	41.8850	-87.6220	54	29	Male	Hispanic	32	Male	Hispanic	Stranger	Blunt Object	Street	Yes	Closed	Yes	Yes	Yes
2046	Homicide	medium	15.05.2024 19:37	305 Birch Ln	West Side	Liberty City	IL	60005	41.8875	-87.6200	55				32	Male	Hispanic	Stranger	None	Home	Yes	Open	Yes	No	No
2047	Manslaughter	low	27.01.2024 0:41	306 Spruce St	Downtown	Liberty City	IL	60006	41.8900	-87.6180	56	25	Female	White	27	Male	White	Stranger	Knife	Business	Yes	Arrested	No	No	No
2048	Kidnapping	medium	01.05.2024 18:08	307 Elm Ave	Harborview	Liberty City	IL	60007	41.8925	-87.6160	57	34	Male	Black	31	Male	Black	Acquaintance	Gun	Street	No	Open	Yes	No	Yes
2049	Arson	low	26.04.2024 4:37	308 Willow Rd	Greenfield	Liberty City	IL	60008	41.8950	-87.6140	58	19	Female	Hispanic	22	Male	Hispanic	Stranger	None	Park	Yes	Closed	No	Yes	No
2050	Vandalism	medium	24.02.2024 6:46	309 Chestnut Blvd	Old Town	Liberty City	IL	60009	41.8975	-87.6120	59				25	Male	Asian	Domestic Partner	Blunt Object	Home	Yes	Arrested	Yes	No	No
2051	Fraud	high	19.03.2024 8:55	310 Aspen Ln	Midtown	Liberty City	IL	60010	41.9000	-87.6100	60	28	Female	White	35	Male	Black	Stranger	Knife	Street	Yes	Open	No	No	Yes
2052	Embezzlement	low	01.01.2024 8:52	311 Maple St	Central	Emerald City	WA	98101	47.6062	-122.3321	61	31	Male	Black	29	Male	Hispanic	Acquaintance	None	Home	Yes	Closed	Yes	No	No
2053	Drug Possession	high	29.04.2024 4:49	312 Oak Ave	Riverside	Emerald City	WA	98102	47.6080	-122.3300	62	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Gun	Business	Yes	Arrested	Yes	Yes	Yes
2054	Drug Trafficking	medium	01.01.2024 5:51	313 Pine Rd	Uptown	Emerald City	WA	98103	47.6105	-122.3280	63	45	Male	White	50	Male	White	Stranger	None	Park	No	Open	Yes	Yes	No
2055	Domestic Violence	low	17.11.2024 8:10	314 Cedar Blvd	East End	Emerald City	WA	98104	47.6130	-122.3260	64	37	Female	Black	36	Male	Black	Acquaintance	Knife	Street	Yes	Closed	Yes	No	No
2056	Sexual Assault	medium	21.01.2024 10:04	315 Birch Ln	West Side	Emerald City	WA	98105	47.6155	-122.3240	65	29	Male	Hispanic	32	Male	Hispanic	Stranger	Gun	Home	Yes	Open	No	No	Yes
2057	Rape	low	15.05.2024 19:37	316 Spruce St	Downtown	Emerald City	WA	98106	47.6180	-122.3220	66				24	Male	Black	Stranger	None	Business	Yes	Arrested	Yes	No	No
2058	Human Trafficking	medium	27.01.2024 0:41	317 Elm Ave	Harborview	Emerald City	WA	98107	47.6205	-122.3200	67				35	Male	Asian	Acquaintance	Blunt Object	Street	No	Open	No	Yes	No
2059	Stalking	high	01.05.2024 18:08	318 Willow Rd	Greenfield	Emerald City	WA	98108	47.6230	-122.3180	68	26	Female	Black	28	Female	Black	Domestic Partner	Knife	Park	Yes	Closed	Yes	No	Yes
2060	Cybercrime	low	01.01.2024 8:52	319 Chestnut Blvd	Old Town	Emerald City	WA	98109	47.6255	-122.3160	69	39	Male	White	42	Male	White	Stranger	None	Home	Yes	Arrested	No	No	No
2061	Identity Theft	high	29.04.2024 4:49	320 Aspen Ln	Midtown	Emerald City	WA	98110	47.6280	-122.3140	70	30	Female	Hispanic	31	Male	Hispanic	Stranger	Gun	Street	Yes	Open	Yes	No	Yes
2062	Bribery	medium	01.01.2024 5:51	321 Maple St	Central	River City	OH	43001	39.9612	-82.9988	71				27	Male	Black	Acquaintance	None	Home	Yes	Closed	Yes	Yes	No
2063	Extortion	low	17.11.2024 8:10	322 Oak Ave	Riverside	River City	OH	43002	39.9630	-82.9960	72	27	Female	Asian	29	Male	Asian	Domestic Partner	Blunt Object	Business	Yes	Arrested	Yes	Yes	No
2064	Public Intoxication	medium	21.01.2024 10:04	323 Pine Rd	Uptown	River City	OH	43003	39.9655	-82.9940	73	36	Male	White	40	Male	Black	Stranger	None	Park	No	Open	Yes	No	Yes
2065	Disorderly Conduct	low	15.05.2024 19:37	324 Cedar Blvd	East End	River City	OH	43004	39.9680	-82.9920	74	23	Female	Hispanic	25	Female	Hispanic	Stranger	Knife	Street	Yes	Closed	No	No	No
2066	Trespassing	medium	27.01.2024 0:41	325 Birch Ln	West Side	River City	OH	43005	39.9705	-82.9900	75				44	Male	Black	Acquaintance	Knife	Home	Yes	Open	Yes	No	No
2067	Weapons Violation	high	01.05.2024 18:08	326 Spruce St	Downtown	River City	OH	43006	39.9730	-82.9880	76				30	Male	White	Stranger	None	Business	Yes	Arrested	No	Yes	Yes
2068	Hate Crime	low	26.04.2024 4:37	327 Elm Ave	Harborview	River City	OH	43007	39.9755	-82.9860	77	32	Male	Asian	35	Male	Asian	Acquaintance	Gun	Street	No	Open	Yes	No	No
2069	Gang-Related Crime	high	24.02.2024 6:46	328 Willow Rd	Greenfield	River City	OH	43008	39.9780	-82.9840	78	25	Female	Black	27	Male	Black	Domestic Partner	None	Park	Yes	Closed	No	No	Yes
2070	Traffic Violations	medium	03.01.2024 14:23	329 Chestnut Blvd	Old Town	River City	OH	43009	39.9805	-82.9820	79	38	Male	White	41	Male	White	Stranger	Blunt Object	Home	Yes	Arrested	Yes	No	No
2071	DUI / DWI	low	17.02.2024 9:12	330 Aspen Ln	Midtown	River City	OH	43010	39.9830	-82.9800	80				31	Male	Hispanic	Stranger	None	Street	Yes	Open	Yes	Yes	No
2072	Animal Cruelty	medium	25.03.2024 22:45	331 Maple St	Central	Liberty Hills	GA	30301	33.7490	-84.3880	81	22	Male	Black	24	Male	Black	Acquaintance	Knife	Home	Yes	Closed	Yes	Yes	Yes
2073	Illegal Gambling	low	08.04.2024 6:58	332 Oak Ave	Riverside	Liberty Hills	GA	30302	33.7510	-84.3860	82	27	Female	White	30	Male	White	Domestic Partner	Gun	Business	Yes	Arrested	Yes	No	No
2074	Counterfeiting	medium	19.05.2024 18:30	333 Pine Rd	Uptown	Liberty Hills	GA	30303	33.7530	-84.3840	83	35	Male	Asian	38	Male	Asian	Stranger	None	Park	No	Open	No	No	No
2075	Smuggling	high	02.06.2024 11:15	334 Cedar Blvd	East End	Liberty Hills	GA	30304	33.7550	-84.3820	84				33	Male	Black	Stranger	Blunt Object	Street	Yes	Closed	Yes	No	Yes
2076	Prostitution	low	14.07.2024 23:50	335 Birch Ln	West Side	Liberty Hills	GA	30305	33.7570	-84.3800	85				28	Male	White	Acquaintance	Knife	Home	Yes	Open	No	Yes	No
2077	Blackmail	high	28.08.2024 7:40	336 Spruce St	Downtown	Liberty Hills	GA	30306	33.7590	-84.3780	86	23	Female	Hispanic	25	Female	Hispanic	Domestic Partner	None	Business	Yes	Arrested	Yes	No	Yes
2078	Kidnapping for Ransom	medium	11.10.2024 16:05	337 Elm Ave	Harborview	Liberty Hills	GA	30307	33.7610	-84.3760	87	40	Male	Black	42	Male	Black	Stranger	Gun	Street	No	Open	No	No	No
2079	Cyberbullying	low	30.12.2024 20:22	338 Willow Rd	Greenfield	Liberty Hills	GA	30308	33.7630	-84.3740	88	29	Female	White	31	Male	White	Stranger	None	Park	Yes	Closed	Yes	No	No
2080	Child Abuse	medium	12.01.2024 8:42	339 Chestnut Blvd	Old Town	Liberty Hills	GA	30309	33.7650	-84.3720	89	34	Male	Asian	37	Male	Asian	Acquaintance	Blunt Object	Home	Yes	Arrested	Yes	Yes	Yes
2081	Theft	low	03.03.2024 21:17	340 Aspen Ln	Midtown	Liberty Hills	GA	30310	33.7670	-84.3700	90	28	Female	Black	30	Male	Black	Domestic Partner	None	Street	Yes	Open	Yes	Yes	No
2082	Burglary	medium	27.05.2024 14:05	341 Maple St	Central	Capitol City	CO	80201	39.7392	-104.9903	91				25	Male	White	Stranger	Knife	Home	Yes	Closed	Yes	No	No
2083	Robbery	high	15.07.2024 2:33	342 Oak Ave	Riverside	Capitol City	CO	80202	39.7410	-104.9880	92				40	Male	Hispanic	Stranger	Gun	Business	Yes	Arrested	No	No	Yes
2084	Assault	low	09.09.2024 19:48	343 Pine Rd	Uptown	Capitol City	CO	80203	39.7430	-104.9860	93				33	Male	Black	Acquaintance	None	Park	No	Open	Yes	No	No
2085	Aggravated Assault	high	21.10.2024 11:12	344 Cedar Blvd	East End	Capitol City	CO	80204	39.7450	-104.9840	94	25	Female	White	27	Male	White	Domestic Partner	Blunt Object	Street	Yes	Closed	No	Yes	Yes
2086	Homicide	medium	30.06.2024 23:55	345 Birch Ln	West Side	Capitol City	CO	80205	39.7470	-104.9820	95	36	Male	Asian	38	Male	Asian	Stranger	Knife	Home	Yes	Open	Yes	No	No
2087	Manslaughter	low	08.04.2024 16:28	346 Spruce St	Downtown	Capitol City	CO	80206	39.7490	-104.9800	96	31	Female	Black	33	Male	Black	Stranger	None	Business	Yes	Arrested	No	No	No
2088	Kidnapping	medium	17.11.2024 5:03	347 Elm Ave	Harborview	Capitol City	CO	80207	39.7510	-104.9780	97	27	Male	White	30	Male	White	Acquaintance	Gun	Street	No	Open	Yes	No	Yes
2089	Arson	low	25.12.2024 13:47	348 Willow Rd	Greenfield	Capitol City	CO	80208	39.7530	-104.9760	98				26	Female	Hispanic	Domestic Partner	None	Park	Yes	Closed	Yes	Yes	No
2090	Vandalism	medium	05.01.2024 14:23	349 Chestnut Blvd	Old Town	Capitol City	CO	80209	39.7550	-104.9740	99				45	Male	Black	Stranger	Knife	Home	Yes	Arrested	Yes	Yes	No
2091	Fraud	high	17.02.2024 9:15	350 Aspen Ln	Midtown	Capitol City	CO	80210	39.7570	-104.9720	100	29	Female	White	32	Male	White	Stranger	Gun	Street	Yes	Open	Yes	No	Yes
2092	Embezzlement	low	23.03.2024 21:42	408 Willow Rd	Greenfield	Liberty Town	NY	10018	40.7450	-74.0050	108	33	Male	Asian	36	Male	Asian	Acquaintance	None	Home	Yes	Closed	No	No	No
